,Date,Location,Flight,Fatalities,Year,Month,Day,Casualties,Aboard,% Casualty,Decade
4566,1995-08-09,Near Kaimana- IndonesiaBourag Indonesia Airlines,Hawker Siddeley HS-748 2APK-KHL,10/10(0),1995,8,9,10,10,100.0,1990
4567,1995-08-09,Mt. Chichontepec- San Vincente- El SalvadorAviateca,Boeing B-737-2H6N125GU,65/65(0),1995,8,9,65,65,100.0,1990
4568,1995-08-14,Nevada del Huila- ColombiaAIRES Colombia,Embraer 110P1 BandeiranteHK-2594,10/10(0),1995,8,14,10,10,100.0,1990
4569,1995-08-21,Near Carrollton- GeorgiaAtlantic Southeast Airlines,Embraer 120-RT BrasiliaN256AS,10/29(0),1995,8,21,10,29,34.48275862068966,1990
4570,1995-09-01,Near Farewell- AlaskaNorth Star Air Cargo,Shorts SC-7 SkyvanN30GA,1/1(0),1995,9,1,1,1,100.0,1990
4571,1995-09-02,Beaver Dam- ArizonaAdventure Airlines,Cessna 421C Golden EagleN6234G,8/8(0),1995,9,2,8,8,100.0,1990
4572,1995-09-02,Toronto- Ontario- CanadaMilitary - Royal Air Force,British Aerospace Nimrod MR-2PXV239,7/7(0),1995,9,2,7,7,100.0,1990
4573,1995-09-09,Near La Macarena- ColombiaSAETA,CASA 212 Aviocar 200FAC1152,21/22(0),1995,9,9,21,22,95.45454545454545,1990
4574,1995-09-11,Jalalabad- AfghanistanAriana Afghan Airlines,Antonov AN-26BYA-BAO,3/51(0),1995,9,11,3,51,5.88235294117647,1990
4575,1995-09-12,Off Colombo- Sri LankaMilitary - Sri Lanka Air Force,Antonov AN-32CR861,81/81(0),1995,9,12,81,81,100.0,1990
4576,1995-09-13,Marsh Harbour- BahamasBimini Air Charter Inc.,Cessna 402BN69303,5/9(0),1995,9,13,5,9,55.55555555555556,1990
4577,1995-09-15,Tawau-  MalaysiaMalaysia Airlines,Fokker 509M-MGH,34/53(0),1995,9,15,34,53,64.15094339622641,1990
4578,1995-09-16,Tamworth- AustraliaTamair,Swearingen SA.227AC Metro IIIVH-NEJ,2/3(0),1995,9,16,2,3,66.66666666666666,1990
4579,1995-09-21,Near Moron- MongoliaMIAT - Mongolian Airlines,Antonov AN-24RVBNMAU-10103,42/43(0),1995,9,21,42,43,97.67441860465115,1990
4580,1995-09-22,Anchorage- AlaskaMilitary - U.S. Air Force,Boeing B-707 (E-3B)77-0354,24/24(0),1995,9,22,24,24,100.0,1990
4581,1995-09-24,Sterligov Cape- RussiaNorilsk Flight Company,Mil Mi-8TRA-24553,15/15(0),1995,9,24,15,15,100.0,1990
4582,1995-09-27,Campbell River- British Columbia- CanadaWestern Straits Air,De Havilland Dash-3C-FEBX,8/10(0),1995,9,27,8,10,80.0,1990
4583,1995-10-03,Gunung Antara- IndonesiaSabang Merauke Raya Air Charter,CASA 212PK-ZAG,1/14(0),1995,10,3,1,14,7.142857142857142,1990
4584,1995-10-04,Barskoon- KirghiziaKirghizia Aba Zaoldoru,Mil Mi-8MTV-1EX-25179,15/15(0),1995,10,4,15,15,100.0,1990
4585,1995-10-10,Bayfield- ColoradoAir Taxi - Durango Air Service,Cessna 172RGN4834V,3/3(0),1995,10,10,3,3,100.0,1990
4586,1995-10-22,Papua- New GuineaIslands Nationair,Britten-Norman BN-2A Trislander?,13/13(0),1995,10,22,13,13,100.0,1990
4587,1995-10-31,Near Piedras Negras- MexicoTACSA,Cessna 208B CaravanXA-SVM,9/11(0),1995,10,31,9,11,81.81818181818183,1990
4588,1995-11-09,Near Luyaba- ArgentinaMilitary - Argentine Air Force,Fokker F-27 Friendship 500TC-72,53/53(0),1995,11,9,53,53,100.0,1990
4589,1995-11-13,Kaduna- NigeriaNigeria Airways,Boeing B-737-2F95N-AUA,9/137(0),1995,11,13,9,137,6.569343065693431,1990
4590,1995-11-22,Off Jaffna Peninsula - Sri LankaMilitary - Sri Lanka Air Force,Antonov AN-32CR862,63/63(0),1995,11,22,63,63,100.0,1990
4591,1995-11-29,Off Labuan- MalaysiaSabah Air,Bell 412 (helicopter)9M-AYW,10/10(0),1995,11,29,10,10,100.0,1990
4592,1995-11-30,Baku- AzerbaijanAzerbaijan Airlines,Boeing 707-323C4K-401,2/6(0),1995,11,30,2,6,33.33333333333333,1990
4593,1995-12-03,Near Douala- CameroonCameroon Airlines,Boeing B-737-2K9TJ-CBE,72/78(0),1995,12,3,72,78,92.3076923076923,1990
4594,1995-12-05,Near Nakhichevan- Azerbaijan- RussiaAzerbaijani Airlines,Tupolev TU-134B-34K-65703,54/82(0),1995,12,5,54,82,65.85365853658537,1990
4595,1995-12-07,Near Grossevichi- RussiaFar East Aviation,Tupolev TU-154BRA-85164,98/98(0),1995,12,7,98,98,100.0,1990
4596,1995-12-08,Near Belle Anse- HaitiAir St. Martin,Beechcraft 1900DF-OHRK,20/20(0),1995,12,8,20,20,100.0,1990
4597,1995-12-13,Verona  - Villafranca- ItalyRomanian Banat Air,Antonov AN-24BYR-AMR,49/49(0),1995,12,13,49,49,100.0,1990
4598,1995-12-18,Cahungula- AngolaTrans Service Airlift,Lockheed L-188C Electra9Q-CRR,141/144(0),1995,12,18,141,144,97.91666666666666,1990
4599,1995-12-20,Near Buga- Valle del Cauca- ColombiaAmerican Airlines,Boeing B-757-223N651AA,160/164(0),1995,12,20,160,164,97.5609756097561,1990
4600,1995-12-22,Bagasin- Papua New GuineaIsland Airways,Britten Norman BN-2A-21 TrislanderP2-NAM,2/12(0),1995,12,22,2,12,16.666666666666664,1990
4601,1996-01-08,Kinshasa- ZaireAfrican Air,Antonov AN-32BRA-26222,2/6(225),1996,1,8,2,6,33.33333333333333,1990
4602,1996-01-08,Off Bridgetown- BarbadosMustique Airways,Britten-Norman BN-2A-27 IslanderJ8-VAK,1/10(0),1996,1,8,1,10,10.0,1990
4603,1996-01-18,Near Kano- NigeriaMilitary - Nigerian Air Force,Hawker Siddeley HS-7485N-AXO,14/14(0),1996,1,18,14,14,100.0,1990
4604,1996-01-22,Off Point Pedro- Sri LankaMilitary - Sri Lanka Air Force,Mil Mi-17 (helicopter)CH-587,39/39(0),1996,1,22,39,39,100.0,1990
4605,1996-01-29,Near Blenheim- New ZealandSoundsair,Cessna 208 Caravan IZK-SFA,5/6(0),1996,1,29,5,6,83.33333333333334,1990
4606,1996-02-04,Asuncion- ParaguayLineas Aereas del Caribe,McDonnell Douglas DC-8-55FHK-3979X,4/4(24),1996,2,4,4,4,100.0,1990
4607,1996-02-05,St. Johns- ArizonaBusiness Air Connection,ConvairCV-440N131T,4/4(0),1996,2,5,4,4,100.0,1990
4608,1996-02-06,Off Puerto Plata- Domincan RepublicAlas Nacionales- leased from Birgen Air,Boeing B-757-225TC-GEN,189/189(0),1996,2,6,189,189,100.0,1990
4609,1996-02-06,Near Ensenada- MexicoAérotaxi Cachanilla,Cessna 500 CitationXA-SLQ,8/8(0),1996,2,6,8,8,100.0,1990
4610,1996-02-11,Near Kandahar- AfghanistanMilitary - Taliban Militia,??,20/20(0),1996,2,11,20,20,100.0,1990
4611,1996-02-12,Port-au-Prince- HatiHati Express,GAF Nomad N-24AN224E,11/15(0),1996,2,12,11,15,73.33333333333333,1990
4612,1996-02-16,El Zapotal- GuatemalaAVCOM,de Havilland Canada DHC-6 Twin Otter 300TG-JAK,2/2(0),1996,2,16,2,2,100.0,1990
4613,1996-02-19,Salzburg- AustriaPrivate Wings,Cessna 550 CitationD-CASH,10/10(0),1996,2,19,10,10,100.0,1990
4614,1996-02-26,Near Jabal Awliya- SudanMilitary - Sudanese Air Force,Lockheed C-130H?,91/91(0),1996,2,26,91,91,100.0,1990
4615,1996-02-27,Near Lukapa- AngolaAero Tropical,Antonov 12BPER-ACE,8/8(0),1996,2,27,8,8,100.0,1990
4616,1996-02-29,Arequipa- PeruCompania de Aviacion Faucett SA (Peru),Boeing B-737-222OB-1451,123/123(0),1996,2,29,123,123,100.0,1990
4617,1996-03-02,Sao Paulo- BrazilMadrid Taxi Aéreo - Charter,Gates Learjet 25DPT-LSD,9/9(0),1996,3,2,9,9,100.0,1990
4618,1996-03-09,Near Mesones Muro- PeruMilitary - Peruvian Army Aviation,Mil Mi-17EP561,23/23(0),1996,3,9,23,23,100.0,1990
4619,1996-03-12,Karabogazgol Bay- TurkmenistanAkhal Air,Mil Mi-8T (helicopter)EZ-22684,12/12(0),1996,3,12,12,12,100.0,1990
4620,1996-03-13,Near Punto Fijo- VenezuelaAvia Air Aruba,Cessna 402P4-AVB,8/8(0),1996,3,13,8,8,100.0,1990
4621,1996-03-17,Key West- FloridaKey West Sea Plane Service - Air Taxi,Cessna U206GN9983Z,5/5(0),1996,3,17,5,5,100.0,1990
4622,1996-04-03,Near Dubrovnik- CroatiaMilitary - U.S. Air Force,Boeing B-737-T4373-1149,35/35(0),1996,4,3,35,35,100.0,1990
4623,1996-04-05,Near Petropavlovsk- RussiaKrasnoyarskie Avialinii,Ilyushin IL-76TDRA-76752,20/20(0),1996,4,5,20,20,100.0,1990
4624,1996-04-05,Off Matsu Island- TaiwanFormosa Airlines,Dornier 228-212B-12257,6/17(0),1996,4,5,6,17,35.294117647058826,1990
4625,1996-04-11,Cheyenne- WyomingPrivate,Cessna 177BN35207,3/3(0),1996,4,11,3,3,100.0,1990
4626,1996-05-03,Near Haj Yousif- SudanFederal Airlines,Antonov AN-24ST-FAG,53/53(0),1996,5,3,53,53,100.0,1990
4627,1996-05-09,Near Terrace- British Columbia- CanadaBuffalo Narrows Airways,de Havilland Canada DHC-3 OtterC-GDOB,2/2(0),1996,5,9,2,2,100.0,1990
4628,1996-05-10,Otaez- MexicoAeroservicios Empresariales de Durango,de Havilland Canada DHC-6 Twin Otter 200XA-SWJ,16/19(0),1996,5,10,16,19,84.21052631578947,1990
4629,1996-05-11,Everglades- Miami- FloridaValuJet,McDonnell Douglas DC-9-32N904VJ,110/110(0),1996,5,11,110,110,100.0,1990
4630,1996-05-11,Oumba- Papua New GuineaMilne Bay Air,Britten Norman BN-2A-20 TrislanderP2-ISD,1/10(0),1996,5,11,1,10,10.0,1990
4631,1996-05-19,Griesta- United KingdomLoganair,Britten-Norman BN-2A-26 IslanderG-BEDZ,3/3(0),1996,5,19,3,3,100.0,1990
4632,1996-06-06,Kinshasa- Democratic Republic CongoHoseba,Ilyushin 76MDUR-76539,10/10(0),1996,6,6,10,10,100.0,1990
4633,1996-06-09,Rasht- IranIran Air,Boeing 727-286EP-IRU,7/7(0),1996,6,9,7,7,100.0,1990
4634,1996-06-12,Near Rollingstone- Queensland  AustraliaMilitary - Australian Army Aviation,Sikorsky S-70 / Sikorsky S-70A25-113/A25-209,18/28(0),1996,6,12,18,28,64.28571428571429,1990
4635,1996-06-13,Fukuoka- JapanGaruda Indonesia Airlines,McDonnell Douglas DC-10-30PK-GIE,3/275(0),1996,6,13,3,275,1.090909090909091,1990
4636,1996-06-21,Shanghai- ChinaChina Flying Dragon Aviation (Feilong Airlines),Harbin Yunshuji Y-12-IIB-3822,2/12(0),1996,6,21,2,12,16.666666666666664,1990
4637,1996-07-06,Pensacola- FloridaDelta Air Lines,McDonnell Douglas MD-88N927DA,2/142(0),1996,7,6,2,142,1.4084507042253522,1990
4638,1996-07-09,Papua- New GuineaMilne Bay Air,de Havilland Canada DHC-6 Twin Otter 300P2-MBB,20/20(0),1996,7,9,20,20,100.0,1990
4639,1996-07-11,Near Kanda- IndiaArchana Airlines,Let 410VT-ETC,9/9(0),1996,7,11,9,9,100.0,1990
4640,1996-07-15,Near Eindhoven- The NetherlandsMilitary - Belgian Air Force,Lockheed C-130HCH-06,34/41(0),1996,7,15,34,41,82.92682926829268,1990
4641,1996-07-17,Off East Moriches- New YorkTrans World Airlines,Boeing B-747-131N93119,230/230(0),1996,7,17,230,230,100.0,1990
4642,1996-07-17,Near Playa del Carmen- MexicoAerolatino (Aerocaribe),de Havilland Canada DHC-6 Twin Otter 300XA-TCF,1/18(0),1996,7,17,1,18,5.555555555555555,1990
4643,1996-07-20,Russian Mission- AlaskaNorthern Air Cargo,Douglas DC-6AN313RS,4/4(0),1996,7,20,4,4,100.0,1990
4644,1996-07-24,Near Mergui- ManmarMyanmar Airways,Fokker F-27 Friendship 600XY-AET,8/49(0),1996,7,24,8,49,16.3265306122449,1990
4645,1996-08-12,Markham Bay- CanadaFirst Air,de Havilland Canada DHC-6 Twin Otter 300C-GNDN,2/2(0),1996,8,12,2,2,100.0,1990
4646,1996-08-14,Near Bronson Creek- British Columbia- CanadaAir North,Douglas DC-4C-FGNI,1/3(0),1996,8,14,1,3,33.33333333333333,1990
4647,1996-08-17,Near Jackson Hole- WyomingMilitary - U.S. Air Force,Lockheed C-130H Hercules74-1662,9/9(0),1996,8,17,9,9,100.0,1990
4648,1996-08-18, Near Alliford Bay- British Columbia- Canada2Harbour Air,de Havilland Canada DHC-3 Turbo OtterC-GCMY,3/3(0),1996,8,18,3,3,100.0,1990
4649,1996-08-19,Belgrade- YugosalviaSpair Air Transport,Ilyushin IL-76TRA-76513,12/12(0),1996,8,19,12,12,100.0,1990
4650,1996-08-29,Near Longyearbyen- NorwayVnokovo Airlines,Tupolev TU-154MRA-85621,141/141(0),1996,8,29,141,141,100.0,1990
4651,1996-09-13,Joinville- BrazilHelisul Taxi Aéreo,Embraer EMB-110 BandeirantePT-WAV,2/2(0),1996,9,13,2,2,100.0,1990
4652,1996-09-23,Anchorage- AlaskaAir Taxi - Stearns Air Alaska,Cessna 206GN7312C,3/5(0),1996,9,23,3,5,60.0,1990
4653,1996-09-25,Waddenzee- NetherlandsDutch Dakota Association,Douglas DC-3CPH-DDA,32/32(0),1996,9,25,32,32,100.0,1990
4654,1996-10-02,Off Pasamayo- PeruAeroperu,Boeing B-757-200N52AW,70/70(0),1996,10,2,70,70,100.0,1990
4655,1996-10-03,Kahemba- CongoMalu Aviation,de Havilland Canada DHC-6 Twin Otter 2009Q-CXK,6/21(0),1996,10,3,6,21,28.57142857142857,1990
4656,1996-10-06,Lukapa- AngolaSavanair,Antonov 12BRA-11101,6/19(0),1996,10,6,6,19,31.57894736842105,1990
4657,1996-10-08,San Francesco al Campo- ItalyAeroflot,Antonov An-124RA-82069,2/23(2),1996,10,8,2,23,8.695652173913043,1990
4658,1996-10-13,Ketchikan- AlaskaAir Taxi - Seaside Air Service,de Havilland DHC-2N64276,3/3(0),1996,10,13,3,3,100.0,1990
4659,1996-10-20,Eel River Crossing- New Brunswick- CanadaTelford Aviation,Piper PA-31-350 Navajo ChieftainN744W,8/8(0),1996,10,20,8,8,100.0,1990
4660,1996-10-22,Manta- EcuadorMillion Air,Boeing B-707-323CN751MA,4/4(30),1996,10,22,4,4,100.0,1990
4661,1996-10-26,Khanty- RussiaTyumen Aviatrans,Yakovlev YAK-40RA-88527,5/34(0),1996,10,26,5,34,14.705882352941178,1990
4662,1996-10-31,Sao Paolo- BrazilTAM (Brazil),Fokker 100PT-MRK,95/95(3),1996,10,31,95,95,100.0,1990
4663,1996-11-01,Near Tikal- GuatemalaTransported Areos Profesionales - TAPSA,Embraer 110P1 BandeiranteTG-TPA,16/16(0),1996,11,1,16,16,100.0,1990
4664,1996-11-07,Aubusson- FranceJetcom S.A.,Cessna 421C Golden EagleHB-LRX,8/8(0),1996,11,7,8,8,100.0,1990
4665,1996-11-07,Lagos- NigeriaAviation Development Corporation,Boeing B-727-2315N-BBF,143/143(0),1996,11,7,143,143,100.0,1990
4666,1996-11-12,Near Charkhi Dadri- IndiaSaudi Arabian Airlines / Kazakhstan Airlines,Boeing B-747-168B / Ilyushin IL-76TDHZ-AIH/UN-76435,349/349(0),1996,11,12,349,349,100.0,1990
4667,1996-11-13,Ngong- KenyaKismayo Airlines,Piper PA-31-350 Navajo?,8/8(0),1996,11,13,8,8,100.0,1990
4668,1996-11-14,Bolchaïa Pyssa- RussiaKomi Avia,Antonov AN-2RA-40309,14/15(0),1996,11,14,14,15,93.33333333333333,1990
4669,1996-11-19,Quincy- IllinoisUnited Express  / Private,Beechcraft 1900-C / Beech King Air A90N87GL / N1127D,14/14(0),1996,11,19,14,14,100.0,1990
4670,1996-11-22,Off Cape Mendocino- CAMilitary - U.S. Air Force,Lockheed HC-130P Hercules64-14856,10/11(0),1996,11,22,10,11,90.9090909090909,1990
4671,1996-11-23,Off Mitsamiouli- ComorosEthiopian Airlines,Boeing B-767-260ERET-AIZ,127/175(0),1996,11,23,127,175,72.57142857142857,1990
4672,1996-11-26,Bethel- ArkansasArctic Transportation Services,Cessna 208B Caravan IN4704B,1/1(0),1996,11,26,1,1,100.0,1990
4673,1996-11-27,Abakan- Siberia- RussiaMilitary - Russian Air Force,Ilyushin IL-76MDRA-76804,23/23(0),1996,11,27,23,23,100.0,1990
4674,1996-11-30,Medellin- ColombiaACES Colombia,de Havilland Canada DHC-6 Twin Otter 300HK-2602,14/15(0),1996,11,30,14,15,93.33333333333333,1990
4675,1996-12-07,Banjarmasin- IndonesiaDirgantara Air Services,CASA 212 Aviocar 100PK-VSO,16/17(2),1996,12,7,16,17,94.11764705882352,1990
4676,1996-12-09,Boise- IdahoEmery Worldwide,Douglas C-47AN75142,2/2(0),1996,12,9,2,2,100.0,1990
4677,1996-12-17,Tver- RussiaMilitary - Russian Air Force,Antonov AN-12?,18/18(0),1996,12,17,18,18,100.0,1990
4678,1996-12-21,Rio Negro- ColombiaSELVA,Antonov An-32BHK-4008X,4/4(0),1996,12,21,4,4,100.0,1990
4679,1996-12-22,Narrows- VirginiaAirborne Express,McDonnell Douglas DC-8-63FN827AX,6/6(0),1996,12,22,6,6,100.0,1990
4680,1996-12-24,Near Nellore- IndiaMilitary - Indian Air Force,Hindustan Aeronautics 748-2H1032,22/22(0),1996,12,24,22,22,100.0,1990
4681,1996-12-24,Dorchester- New HampshireAircraft Charter Group Inc,Learjet 35AN388LS,2/2(0),1996,12,24,2,2,100.0,1990
4682,1997-01-02,Edenton- North CarolinaTar Heel Aviation,Cessna 208B Grand CaravanN802TH,2/2(0),1997,1,2,2,2,100.0,1990
4683,1997-01-07,Near Moamoa- SamoaPolynesian Airlines,de Havilland Canada DHC-6 Twin Otter 3005W-FAU,3/5(0),1997,1,7,3,5,60.0,1990
4684,1997-01-09,Near Monroe- MichiganComair,Embraer 120RT BrasiliaN265CA,29/29(0),1997,1,9,29,29,100.0,1990
4685,1997-01-29,Sparrevohn- AlaskaSouthcentral Air,de Havilland Canada DHC-4A CaribouN702SC,1/2(0),1997,1,29,1,2,50.0,1990
4686,1997-01-31,Yola- NigeriaSkypower Express Airways,Embraer 110P1A Bandeirante5N-AXS,5/16(0),1997,1,31,5,16,31.25,1990
4687,1997-02-01,Tambacoumba- SenegalAir Senegal,Hawker Siddeley HS-748-353 Srs.2a6AV-AEO,25/52(0),1997,2,1,25,52,48.07692307692308,1990
4688,1997-02-02,Near Quiangala- AngolaForce Area Populaire de Angola,CASA 212 Aviocar 200T-400,37/37(0),1997,2,2,37,37,100.0,1990
4689,1997-02-04,Northern IsraelMilitary - Israel Air Force /Military -  Israel Air Force,Sikorsky CH53D / Sikorsky CH53D357 / 903,73/73(0),1997,2,4,73,73,100.0,1990
4690,1997-02-14,Carajas- BrazilVarig,Boeing B-737-2C3PP-CJO,1/52(0),1997,2,14,1,52,1.9230769230769231,1990
4691,1997-02-19,Guatemala City- GuatemalaTranspolar,IAI 1124 WestwindYV-160CP,5/5(0),1997,2,19,5,5,100.0,1990
4692,1997-03-04,Lake Simcoe- Ontario- CanadaAir Georgian,Cessna 208B Super CargomasterC-FESJ,1/1(0),1997,3,4,1,1,100.0,1990
4693,1997-03-07,Medellin- ColombiaAir Pereira,Cessna 500 Citation IHK-3885,4/4(0),1997,3,7,4,4,100.0,1990
4694,1997-03-12,Lucapa- AngolaALADA,Antonov AN-12BD2-FVG,16/16(0),1997,3,12,16,16,100.0,1990
4695,1997-03-13,Near Mashhad- IranMilitary - Iranian Air Force,Lockheed C-130HF?,88/88(0),1997,3,13,88,88,100.0,1990
4696,1997-03-18,Cherkessk- RussiaStavropol Airlines,Antonov AN-24RVRA-46516,50/50(0),1997,3,18,50,50,100.0,1990
4697,1997-04-01,Tegucigalpa- HondurasMilitary - U.S. Air Force,Lockheed C-130H Hercules88-4408,3/10(0),1997,4,1,3,10,30.0,1990
4698,1997-04-04,Griffin- GeorgiaCustom Air Service,Aviation Traders ATL-98 CarvairN83FA,2/2(0),1997,4,4,2,2,100.0,1990
4699,1997-04-10,Near Wainwright- AlaskaHageland Aviation Services,Cessna 208B Caravan IN408GV,5/5(0),1997,4,10,5,5,100.0,1990
4700,1997-04-14,Brazzaville- Democratic Republic CongoTAAG Angola Airlines,Fokker F-27 Friendship 600D2-TFP,3/7(0),1997,4,14,3,7,42.857142857142854,1990
4701,1997-04-15,Gyandzha- AzerbaijanAzerbaijan Airlines,Yakovlev 404K-87504,6/6(0),1997,4,15,6,6,100.0,1990
4702,1997-04-16,Near Sorei- NigerMilitary - Niger Air Force,Lockheed C-130H Hercules5U-MBD,14/14(0),1997,4,16,14,14,100.0,1990
4703,1997-04-19,Tanjung Pandan- IndonesiaMerpati Nusantara Airlines,British Aerospace ATPPK-MTX,15/53(0),1997,4,19,15,53,28.30188679245283,1990
4704,1997-04-23,Near Konduz- AfghanistanMilitary - Afghan Republican Air Force,Antonov AN-26?,36/36(0),1997,4,23,36,36,100.0,1990
4705,1997-05-08,Huangtian- ChinaChina Southern Airlines,Boeing B-737-31BB-2925,35/74(0),1997,5,8,35,74,47.2972972972973,1990
4706,1997-06-06,Near Irumu- CongoBazair,Vickers Viscount 781D9Q-CWL,27/27(0),1997,6,6,27,27,100.0,1990
4707,1997-06-10,Mandalgobi- MongoliaMIAT - Mongolian Airlines,Harbin Yunshuji Y-12 IIJU-1020,7/12(0),1997,6,10,7,12,58.333333333333336,1990
4708,1997-07-03,Madh Island- IndiaElbee Airlines,Fokker F-27 Friendship 200VT-SSA,2/2(0),1997,7,3,2,2,100.0,1990
4709,1997-07-05,Skwentna- AlaskaAir Taxi,de Havilland DHC-2N5164G,4/5(0),1997,7,5,4,5,80.0,1990
4710,1997-07-06,Near Saravena- ColombiaMilitary - Colombian Army,Mil Mi-17 (helicopter)?,25/29(0),1997,7,6,25,29,86.20689655172413,1990
4711,1997-07-09,Suzano- BrazilTAM (Brazil),Fokker 100PT-WHK,1/60(0),1997,7,9,1,60,1.6666666666666667,1990
4712,1997-07-11,Off Santiago de Cuba- CubaCubana de Aviacion,Antonov AN-24CU-T1262,44/44(0),1997,7,11,44,44,100.0,1990
4713,1997-07-12,Skagway- AlaskaHaines Airways - Air Taxi,Piper PA-32N15199,4/6(0),1997,7,12,4,6,66.66666666666666,1990
4714,1997-07-17,Bandung- IndonesiaSempati Air,Fokker F-27 Friendship 600PK-YPM,30/50(0),1997,7,17,30,50,60.0,1990
4715,1997-07-18,Goroka-  New GuineaGoroka Air Services,de Havilland Canada DHC-6 Twin Otter 300P2-MMU,2/4(0),1997,7,18,2,4,50.0,1990
4716,1997-07-21,Near Ranong- ThailandSingapore Airlines,Learjet 319V-ATD,2/2(0),1997,7,21,2,2,100.0,1990
4717,1997-07-29,Calabar - NigeriaADC Airlines,BAC One-Eleven 203AE5N-BAA,1/55(0),1997,7,29,1,55,1.8181818181818181,1990
4718,1997-07-30,Florence- ItalyAir Littoral,Aerospatiale ATR-42-512F-GPYE,1/17(0),1997,7,30,1,17,5.88235294117647,1990
4719,1997-08-06,Agana- GuamKorean Airlines,Boeing B-747-300HL-7468,228/254(0),1997,8,6,228,254,89.76377952755905,1990
4720,1997-08-07,Miami- FloridaFine Air,McDonnell Douglas DC-8-61FN27UA,4/4(0),1997,8,7,4,4,100.0,1990
4721,1997-08-10,Matsu Island- TaiwanFormosa Airlines,Dornier DO-228-212B-12256,16/16(0),1997,8,10,16,16,100.0,1990
4722,1997-08-10,100 miles SW of Kuujjuaq- Quebec- CanadaPrivate,Cessna 180KC-GIGK,2/2(0),1997,8,10,2,2,100.0,1990
4723,1997-08-14,Tindal- NT- AustraliaAir taxi,Cessna 210VH-PJQ,5/5(0),1997,8,14,5,5,100.0,1990
4724,1997-08-15,Criciúma- BrazilAir taxi - TAM,Cessna 550 Citation IIPT-LML,2/2(0),1997,8,15,2,2,100.0,1990
4725,1997-08-29,Puerto Inirida- VenezuelaSATENA,Pilatus PC-6 Turbo Porter / Cessna 206FAC1115,12/12(0),1997,8,29,12,12,100.0,1990
4726,1997-09-03,Phnom Penh- CambodiaVietnam Airlines,Tupolev TU-134VN-A120,65/66(0),1997,9,3,65,66,98.48484848484848,1990
4727,1997-09-06,Near Miri- MalaysiaBorneo Airways,Dornier 228-2129M-MIA,10/10(0),1997,9,6,10,10,100.0,1990
4728,1997-09-12,Near Uvira- ZaireTMK Air Commuter,de Havilland Canada DHC-6 Twin Otter 3009Q-CBO,22/22(0),1997,9,12,22,22,100.0,1990
4729,1997-09-13,Off Namibia- AfricaMilitary - Luftwaffe / Military - USAF,Tupolev TU-154M / C-141 Starlifter1102/65-9405,33/33(0),1997,9,13,33,33,100.0,1990
4730,1997-09-26,Buah Nabar- IndonesiaGaruda Indonesia Airlines,Airbus A300-B4-200PK-GAI,234/234(0),1997,9,26,234,234,100.0,1990
4731,1997-10-08,Near Montrose- ColoradoScenic Airlines,Cessna 208B Caravan IN12022,9/9(0),1997,10,8,9,9,100.0,1990
4732,1997-10-09,Banjul- GambiaNaysa Aerotaxis,Beech Super King Air 200EC-ERQ,8/9(0),1997,10,9,8,9,88.88888888888889,1990
4733,1997-10-10,Taipei- TaiwanMilitary - Republic of China Air Force,Lockheed C-130H Hercules1310,5/5(0),1997,10,10,5,5,100.0,1990
4734,1997-10-10,Nuevo Berlin- UruguayAustral Lineas Aeras (Argentina),McDonnell Douglas DC-9-32LV-WEG,74/74(0),1997,10,10,74,74,100.0,1990
4735,1997-10-12,Monterey Bay- near Pacific Grove- CaliforniaPrivate,Rutan Long EZ (experimental aircraft)N555JD,1/1(0),1997,10,12,1,1,100.0,1990
4736,1997-10-29,Jalal-Abad- AfghanistanAriana Afghan Airlines,Yakovlev YAK-40YA-KAE,2/26(0),1997,10,29,2,26,7.6923076923076925,1990
4737,1997-10-30,Near La Roche- Alberta- Canada?,Cessna 206 SenecaC-GPRL,3/6(0),1997,10,30,3,6,50.0,1990
4738,1997-11-08,Near Barrow- AlaskaHageland Aviation Services,Cessna 208B Caravan IN750GC,8/8(0),1997,11,8,8,8,100.0,1990
4739,1997-12-05,Irkutsk-2- RussiaMilitary - Russian Air Force,Antonov AN-124-100RA-82005/08,23/23(44),1997,12,5,23,23,100.0,1990
4740,1997-12-09,Little Grand Rapids- CanadaSowind Air,Embraer 110P1 BandeiranteC-GVRO,4/17(0),1997,12,9,4,17,23.52941176470588,1990
4741,1997-12-13,La Veriente- BoliviaSTAP,Swearingen SA-226T Metro IICP-1635,10/19(0),1997,12,13,10,19,52.63157894736842,1990
4742,1997-12-15,Sharjah- United Arab EmiratesTajikistan Airlines,Tupolev TU-154EY-85281,85/86(0),1997,12,15,85,86,98.83720930232558,1990
4743,1997-12-16,Near Mackenzie- British Colombia- CanadaTerry Air Inc.,Cessna 402CC-GKWV,3/3(0),1997,12,16,3,3,100.0,1990
4744,1997-12-17,Fotina- GreeceAerosweet Airlines (LVOV),Yakovlev YAK-42UR-42334,70/70(0),1997,12,17,70,70,100.0,1990
4745,1997-12-19,Near Palembang- IndonesiaSilkAir,Boeing B-737-3009V-TRF,104/104(0),1997,12,19,104,104,100.0,1990
4746,1997-12-20,Tanagra- GreeceMilitary - Greek Air Force,Lockheed C-130H Hercules750,5/5(0),1997,12,20,5,5,100.0,1990
4747,1997-12-27,Atlantic Ocean- off AngolaRenan Airways,Antonov An-72ER-ACF,5/5(0),1997,12,27,5,5,100.0,1990
