,Date,Location,Flight,Fatalities,Year,Month,Day,Casualties,Aboard,% Casualty,Decade
1394,1953-12-17,Guam- Mariana IslandsMilitary - U.S. Air Force,Boeing B-2944-87741,11/16(8),1953,12,17,11,16,68.75,1950
1395,1953-12-19,Zurich- SwitzerlandSabena,Convair CV-240OO-AWO,1/44(0),1953,12,19,1,44,2.272727272727273,1950
1396,1953-12-21,Dah-el-Kadeeb- SyriaSyrian Airways,Douglas DC-3YK-AAF,9/15(0),1953,12,21,9,15,60.0,1950
1397,1954-01-02,Herat- AfghanistanAriana Afghan Airlines,Douglas DC-3?,21/21(0),1954,1,2,21,21,100.0,1950
1398,1954-01-05,Lapseki- TurkeyDevlet Hava Yollari,Douglas DC-3TC-BAG,4/10(0),1954,1,5,4,10,40.0,1950
1399,1954-01-06,Near Aldbury- EnglandMilitary -Royal Air Force,Vickers ValettaWJ474,16/17(0),1954,1,6,16,17,94.11764705882352,1950
1400,1954-01-10,Off Elba- ItalyBritish Overseas Airways,de Havilland DH106 Comet 1G-ALYP,35/35(0),1954,1,10,35,35,100.0,1950
1401,1954-01-11,Manizales- ColombiaAVIANCA,Douglas DC-3HK-160,21/21(0),1954,1,11,21,21,100.0,1950
1402,1954-01-13,Signal Hill- CaliforniaMilitary - U.S. Air Force,F-88 Sabre Jet?,1/1(6),1954,1,13,1,1,100.0,1950
1403,1954-01-14,Rome- ItalyPhilippine Air Lines,Douglas DC-6PI-C294,16/16(0),1954,1,14,16,16,100.0,1950
1404,1954-01-14,Prague- CzechoslovakiaCeskoslovenske Aerolinie,Douglas DC-3 (C-47A-DK)OK-WDS,15/15(0),1954,1,14,15,15,100.0,1950
1405,1954-01-20,Kansas City- MissouriZantop Air Transport,Douglas DC-3AN49551,3/3(0),1954,1,20,3,3,100.0,1950
1406,1954-02-01,Off Hokkaido- JapanMilitary - U.S. Air Force,Curtiss-Wright C46D-CU44-78027A,35/35(0),1954,2,1,35,35,100.0,1950
1407,1954-02-05,Susitna Valley- AlaskaMilitary - U.S. Air Force,Douglas C-475895,10/16(0),1954,2,5,10,16,62.5,1950
1408,1954-02-12,Off Gozo- MaltaMilitary - Royal Air Force,Avro Shackleton MR-2WL794,10/10(0),1954,2,12,10,10,100.0,1950
1409,1954-02-25,New Delhi- IndiaIndian Airlines,Douglas DC-3VT-ATU,3/3(0),1954,2,25,3,3,100.0,1950
1410,1954-02-26,Wright- WyomingWestern Airlines,Convair CV-240N8407H,9/9(0),1954,2,26,9,9,100.0,1950
1411,1954-03-04,Near St. Etienne de Tinee- FranceMilitary - U.S. Air Force,Douglas C-47A-DL42-24096A,20/20(0),1954,3,4,20,20,100.0,1950
1412,1954-03-13,Kallang Airport- SingaporeBritish Overseas Airways,Lockheed 749A-79-33 ConstellationG-ALAM,33/40(0),1954,3,13,33,40,82.5,1950
1413,1954-03-13,Dien Bien Phu- South VietnamAigle Azur,C-46?,?/?(?),1954,3,13,?,NaN,,1950
1414,1954-03-14,Off Mackay- AustraliaQueensland Airlines,Douglas C-47AVH-BBV,2/2(0),1954,3,14,2,2,100.0,1950
1415,1954-03-19,Near Lothian- MarylandMilitary - U.S. Air Force,Fairchild C-110F51-7993,18/18(0),1954,3,19,18,18,100.0,1950
1416,1954-03-26,Monterrey- MexicoAeronaves de Mexico,Douglas DC-3XA-GUN,18/18(0),1954,3,26,18,18,100.0,1950
1417,1954-04-03,Kabassaak- TurkeyDevlet Hava Yollari,Douglas DC-3TC-ARK,25/25(0),1954,4,3,25,25,100.0,1950
1418,1954-04-04,Hanoi- VietnamAutrex,Douglas C-54AF-BFGQ,4/4(0),1954,4,4,4,4,100.0,1950
1419,1954-04-08,Off Stromboli- ItalySouth African Airways- leased from British Overseas Airways,de Havilland DH106 Comet 1G-ALYY,21/21(0),1954,4,8,21,21,100.0,1950
1420,1954-04-08,Moose Jaw- SK- CanadaTrans Canada Air Lines / RCAF,Canadair C-4-1Argonaut / Harvard Mark IICF-TFW/RCAF3309,36/36(1),1954,4,8,36,36,100.0,1950
1421,1954-04-13,Batuco- ChileLAN,Douglas DC-3956,14/14(0),1954,4,13,14,14,100.0,1950
1422,1954-04-13,Xieng Kouang- LaosSociete Indochinoise de Raviteillement,Lockheed 18 LodestarF-OALK,16/23(0),1954,4,13,16,23,69.56521739130434,1950
1423,1954-04-23,Sierra del Vilgo- ArgentinaAerolineas Argentinas,Douglas DC-3LV-ACX,25/25(0),1954,4,23,25,25,100.0,1950
1424,1954-04-30,Near Calcutta- IndiaDarbhanga Aviation,Douglas C-47A-30-DKVT-DEM,5/11(0),1954,4,30,5,11,45.45454545454545,1950
1425,1954-05-22,Paraparaumu- New ZealandNew Zealand National Airways,Douglas DC-3ZK-AQT,3/28(0),1954,5,22,3,28,10.714285714285714,1950
1426,1954-05-31,Cipo Mountain- BrazilTransportes Aereos Nacionales,Douglas DC-3PP-ANO,19/19(0),1954,5,31,19,19,100.0,1950
1427,1954-06-03,Near Maribor- SloveniaSabena,Douglas C-47AOO-CBY,1/4(0),1954,6,3,1,4,25.0,1950
1428,1954-06-04,Sao Paulo- BrazilVarig,Curtiss C-46APP-VBZ,3/3(0),1954,6,4,3,3,100.0,1950
1429,1954-06-08,Da Nang- VietnamSoc. de Tr. Aériens d'Extrême Orient,Douglas C-47-DLF-BCCL,4/4(0),1954,6,8,4,4,100.0,1950
1430,1954-06-19,Off Folkestone- EnglandSwissair,Convair CV-240-4HB-IRW,3/9(0),1954,6,19,3,9,33.33333333333333,1950
1431,1954-07-02,Near Salvador- BrazilMilitary - Brazilian Air Force,Lockheed C-28C-28-2901,24/24(0),1954,7,2,24,24,100.0,1950
1432,1954-07-23,Off Hainan Island- ChinaCathay Pacific Airways,Douglas DC-4VR-HEU,10/18(0),1954,7,23,10,18,55.55555555555556,1950
1433,1954-08-08,Near McGrath- AlaskaAlaska Airlines,Douglas DC-2N91008,2/2(0),1954,8,8,2,2,100.0,1950
1434,1954-08-09,Terceira Island- Azores- PortugalAVIANCA,Lockheed 749A-79 ConstellationHK-163,30/30(0),1954,8,9,30,30,100.0,1950
1435,1954-08-12,VietnamAutrex,Douglas DC-3F-BSGS,3/3(0),1954,8,12,3,3,100.0,1950
1436,1954-08-16,Near Pakse- LaosAir Vietnam (South Vietnam),Bristol 170 Freighter 21EF-VNAI,47/55(0),1954,8,16,47,55,85.45454545454545,1950
1437,1954-08-22,Near Mason City- IowaBraniff Airlines,Douglas DC-3N61451,12/19(0),1954,8,22,12,19,63.1578947368421,1950
1438,1954-08-23,Off IJuuiden- North SeaKLM Royal Dutch Airlines,Douglas DC-6BPH-DFO,21/21(0),1954,8,23,21,21,100.0,1950
1439,1954-08-26,Sakhalin Oblast- RussiaAeroflot,Li-2L4679,26/27(1),1954,8,26,26,27,96.29629629629629,1950
1440,1954-08-27,Near Rapid City- South DekotaMilitary - U.S. Air Force,Convair RB-36H51-13722,26/27(0),1954,8,27,26,27,96.29629629629629,1950
1441,1954-09-05,Foynes- IrelandKLM Royal Dutch Airlines,Lockheed 1049C-55-81 S ConstellationPH-LKY,28/56(0),1954,9,5,28,56,50.0,1950
1442,1954-09-12,Off Rio de Janeiro- BrazilCruzeiro,Douglas DC-3PP-CDJ,7/26(0),1954,9,12,7,26,26.923076923076923,1950
1443,1954-09-15,Cairo- EgyptMisrair,Vickers 634 VikingSU-AFO,3/4(0),1954,9,15,3,4,75.0,1950
1444,1954-09-27, Novosibirsk- RussiaAeroflot,Ilyushin IL-12L1365,29/29(0),1954,9,27,29,29,100.0,1950
1445,1954-10-24,Near Nice- ItalyMilitary - U.S. Air Force,Douglas C-47A-DL43-16044,21/21(0),1954,10,24,21,21,100.0,1950
1446,1954-10-28, Krasnoyarsk Territory- RussiaAeroflot,Ilyushin IL -12L1789,16/16(0),1954,10,28,16,16,100.0,1950
1447,1954-10-30,Off Ocean City- MarylandMilitary - U.S. Navy,Lockheed R7V-1128441,42/42(0),1954,10,30,42,42,100.0,1950
1448,1954-10-31,Mangalore- AustraliaTAA,Vickers 720 ViscountVH-TVA,3/8(0),1954,10,31,3,8,37.5,1950
1449,1954-11-16,Jirishanga-Cerro de Pasco- PeruTAM (Brazil),Douglas DC-3FAP-403,24/24(0),1954,11,16,24,24,100.0,1950
1450,1954-11-30,Berlin- New HampshireNortheast Airlines,Douglas DC-3N17891,2/7(0),1954,11,30,2,7,28.57142857142857,1950
1451,1954-12-04,Near Luang Pragang- LaosAir Laos,Douglas DC-3F-BEIA,28/28(0),1954,12,4,28,28,100.0,1950
1452,1954-12-12,Bratislava- SlovakiaCeskoslovenské Aerolinie,Douglas C-47AOK-WDK,4/4(0),1954,12,12,4,4,100.0,1950
1453,1954-12-18,Near Bolivar- VenezuelaLinea Aeropostal Venezolana,Douglas C-47AYV-C-AMP,2/2(0),1954,12,18,2,2,100.0,1950
1454,1954-12-18,New York- New YorkLinee Aeree Italiane,Douglas DC-6BI-LINE,26/32(0),1954,12,18,26,32,81.25,1950
1455,1954-12-22,Pittsburgh- PennsylvaniaJohnson Flying Service,Douglas DC-3N24320,10/28(0),1954,12,22,10,28,35.714285714285715,1950
1456,1954-12-25,Prestwick- Ayrshire- ScotlandBritish Overseas Airways,Boeing B377-10-28 StratocruiserG-ALSA,28/36(0),1954,12,25,28,36,77.77777777777779,1950
1457,1954-12-29,Near Moscow- RussiaAeroflot,??,45/45(0),1954,12,29,45,45,100.0,1950
1458,1954-12-31,Irkutsk- RussiaAeroflot,Ilyushin 14?,17/17(0),1954,12,31,17,17,100.0,1950
1459,1955-01-01,Near Anchorage- AlaskaMilitary - US Air Force,Douglas C47?,12/12(0),1955,1,1,12,12,100.0,1950
1460,1955-01-11,Off Skellings- IrelandMilitary -Royal Air Force,Avro Shackleton M-2 / Avro Shakleton M-2WG531 / Wl743,18/18(0),1955,1,11,18,18,100.0,1950
1461,1955-01-12,Greater Cincinnati Airport- Covington- KentuckyTrans World Airlines / Castleton Inc.,Martin 202A / DC-3N93211/N999B,15/15(0),1955,1,12,15,15,100.0,1950
1462,1955-01-15,London- Ontario- CanadaOntario Hydro,Grumman G-73 MallardCF-GEU,1/5(0),1955,1,15,1,5,20.0,1950
1463,1955-01-19,Des Moines- IowaUnited Air Lines,Convair CV-340N73154,0/39(0),1955,1,19,0,39,0.0,1950
1464,1955-01-31,Lapadrera- ColombiaInteramericana de Aviacion,Consolidated PBY-5 CatalinaHK-1000E,5/5(0),1955,1,31,5,5,100.0,1950
1465,1955-02-02,Nagpur- IndiaIndian Airlines,Douglas DC-3VT-CVB,10/10(0),1955,2,2,10,10,100.0,1950
1466,1955-02-05,Near Calabar- NigeriaWest African Airways,Bristol 170 Freighter 21EVR-NAD,13/13(0),1955,2,5,13,13,100.0,1950
1467,1955-02-13,Abruzzio Mountains- ItalySabena,Douglas DC-6OO-SDB,29/29(0),1955,2,13,29,29,100.0,1950
1468,1955-02-19,Albuquerque- New MexicoTrans World Airlines,Martin 404N40416,16/16(0),1955,2,19,16,16,100.0,1950
1469,1955-02-23,Salisbury-  ZimbabweCentral African Airways,Douglas DC-3VP-YKO,1/26(0),1955,2,23,1,26,3.8461538461538463,1950
1470,1955-02-26,Formosa- Argentinade Havilland Dove,??,7/?(?),1955,2,26,7,NaN,,1950
1471,1955-03-06,Vitoria da Conquista- BrazilREAL,Douglas DC-3PP-YPZ,5/21(0),1955,3,6,5,21,23.809523809523807,1950
1472,1955-03-07,Near Cuidad de Valles- MexicLockheed Loadstar,??,7/?(?),1955,3,7,7,NaN,,1950
1473,1955-03-08,Mascota- MexicoMexicana,Douglas DC-3XA-DIK,26/26(0),1955,3,8,26,26,100.0,1950
1474,1955-03-09,Trujillo- ColombiaAVIANCA,Douglas C-47AHK-328,8/8(0),1955,3,9,8,8,100.0,1950
1475,1955-03-20,Springfield- MissouriAmerican Airlines,Convair CV-240-0N94234,13/35(0),1955,3,20,13,35,37.142857142857146,1950
1476,1955-03-22,Oahu- HawaiiMilitary - U.S. Navy,Douglas R6D-1 (C-118B)131612,66/66(0),1955,3,22,66,66,100.0,1950
1477,1955-03-26,Off the Oregon coastPan American World Airways,Boeing 377 Stratocruiser 10-26N1032V,4/23(0),1955,3,26,4,23,17.391304347826086,1950
1478,1955-04-02,Off Pensacola- FloridaAaxico Airlines,Curtiss C-46AN51424,2/2(0),1955,4,2,2,2,100.0,1950
1479,1955-04-04,Islip- New YorkUnited Air Lines,Douglas DC-6N37512,3/3(0),1955,4,4,3,3,100.0,1950
1480,1955-04-11,Off Great Natuna Island- SarawakAir India,Lockheed 749A ConstellationVT-DEP,19/19(0),1955,4,11,19,19,100.0,1950
1481,1955-04-18,Kupe Mountains- CameroonsUnion des Transportes Aeriens,de Havilland DH-114 Heron 1BF-BGOI,12/14(0),1955,4,18,12,14,85.71428571428571,1950
1482,1955-05-18,Mt. Kilimanjaro- KenyaEast African Airways,Douglas DC-3VP-KKH,20/20(0),1955,5,18,20,20,100.0,1950
1483,1955-05-21,Off Barcelona- VenezuelaLinea Aeropostal Venezolana,Douglas C-47-DLYV-C-ALU,4/16(0),1955,5,21,4,16,25.0,1950
1484,1955-05-26,Edmonton- Alberta- CanadaAssociated Airways,Avro 685 York C-1CF-HMY,2/2(0),1955,5,26,2,2,100.0,1950
1485,1955-06-03,Fort Lamy- CameroonUnion Aéromaritime de Transport,Douglas C-54AF-BFVT,3/3(0),1955,6,3,3,3,100.0,1950
1486,1955-06-16,Near Asuncion- ParaguayPanair do Brasil,Lockheed 049-46-21 ConstellationPP-PDJ,16/24(0),1955,6,16,16,24,66.66666666666666,1950
1487,1955-06-18,Leon- MexicoTigres Voladores,Curtiss C-46XA-LID,18/39(0),1955,6,18,18,39,46.15384615384615,1950
1488,1955-07-14,Oaxaca- MexicoLineas Areas Unidas,Douglas DC-2-243XA-DOB,22/22(0),1955,7,14,22,22,100.0,1950
1489,1955-07-17,Chicago- IllinoisBraniff Airlines,Convair CV-340-32N3422,22/43(0),1955,7,17,22,43,51.162790697674424,1950
1490,1955-07-27,Near Petrich- BulgariaEl Al,Lockheed 049 Constellation4X-AKC,58/58(0),1955,7,27,58,58,100.0,1950
1491,1955-08-04,Fort Leonard Wood- MissouriAmerican Airlines,Convair CV-240-0N94221,30/30(0),1955,8,4,30,30,100.0,1950
1492,1955-08-05,Near Voronezh- RussiaAeroflot,AeroflotL5057,25/25(0),1955,8,5,25,25,100.0,1950
1493,1955-08-11,Near Edelweiler- West GermanyMilitary - U.S. Air Force / Military - U.S. Air Force,Fairchild C119G / Fairchild C119G53-3222/53-7841,66/66(0),1955,8,11,66,66,100.0,1950
1494,1955-08-26,Caparao Mountain- BrazilCruzeiro,Douglas DC-3PP-CBY,13/13(0),1955,8,26,13,13,100.0,1950
1495,1955-08-30,Simra- NepalKalinga Airlines,Douglas C-47AVT-AZX,2/3(0),1955,8,30,2,3,66.66666666666666,1950
1496,1955-09-02,Lanywa- Burma (Myanmar)Union of Burma Airways,Douglas DC-3XY-ACQ,9/9(0),1955,9,2,9,9,100.0,1950
1497,1955-09-08,Burbank- CaliforniaCurrey Air Transport,Douglas DC-3N74663,2/33(1),1955,9,8,2,33,6.0606060606060606,1950
1498,1955-09-10,Near Banyo- CameroonSociete France Hydro,Latecoere 631F-BDRE,16/16(0),1955,9,10,16,16,100.0,1950
1499,1955-09-17,Near Thorhild- Alberta- CanadaPacific Western Airlines,Bristol 170 Freighter 31CF-GBT,2/6(0),1955,9,17,2,6,33.33333333333333,1950
1500,1955-09-21,Idris- LibyaBritish Overseas Airways,Canadair C-4 ArgonautG-ALHL,15/47(0),1955,9,21,15,47,31.914893617021278,1950
1501,1955-09-24,Pacific Ocean (1-000 miles west of Honolulu- HI)Flying Tiger Line,Douglas C-54AN90433,3/5(0),1955,9,24,3,5,60.0,1950
1502,1955-09-29,Yellowknife- Northwest Territory- CanadaAssociated Airways,Avro 685 York C-1CF-HMV,1/2(0),1955,9,29,1,2,50.0,1950
1503,1955-10-02,Pico Oiriruma-Vinac- PeruFaucett,Douglas C54AOB-PAZ-228,19/35(0),1955,10,2,19,35,54.285714285714285,1950
1504,1955-10-06,Near Centennial- WyomingUnited Air Lines,Douglas DC-4N30062,66/66(0),1955,10,6,66,66,100.0,1950
1505,1955-10-10, Near Vienna- AustriaJAT Yugoslav Airlines,Convair CV-340-58YU-ADC,7/29(0),1955,10,10,7,29,24.137931034482758,1950
1506,1955-11-01,Longmont- ColoradoUnited Air Lines,Douglas DC-6BN37559,44/44(0),1955,11,1,44,44,100.0,1950
1507,1955-11-17,Seattle- WashingonPeninsular,Douglas C-54N88852,28/74(0),1955,11,17,28,74,37.83783783783784,1950
1508,1955-11-17,Near Las Vegas- NevadaMilitary - U.S. Air Force,Douglas MC-54M44-9068,14/14(0),1955,11,17,14,14,100.0,1950
1509,1955-11-20,Iwo Jima- JapanMilitary - US Air Force,Douglas C124-DL Globemaster II51-0149,10/11(0),1955,11,20,10,11,90.9090909090909,1950
1510,1955-11-30,Near Ballico- CaliforniaMilitary - U.S. Air Force,Boeing RB-52B52-8716,10/10(0),1955,11,30,10,10,100.0,1950
1511,1955-12-01,Belem- BrazilCruzeiro,Douglas DC-3PP-CCC,6/6(0),1955,12,1,6,6,100.0,1950
1512,1955-12-09,Khabarovsk Territory- RussiaAeroflot,Li-2L4993,21/21(0),1955,12,9,21,21,100.0,1950
1513,1955-12-17,Hollywood- South CarolinaRiddle Airlines,Curtiss C-46AN9904F,2/2(0),1955,12,17,2,2,100.0,1950
1514,1955-12-19,Sao Paulo- BrazilCruzeiro Do Sud,Douglas DC-3?,26/26(0),1955,12,19,26,26,100.0,1950
1515,1955-12-21,Jacksonville- FloridaEastern Air Lines,Lockheed 749C-79-12 ConstellationN112A,17/17(0),1955,12,21,17,17,100.0,1950
1516,1956-01-12,Frederick Henry Bay-  AustraliaAnsett ANA,Douglas C-47VH-BZA,1/2(0),1956,1,12,1,2,50.0,1950
1517,1956-01-17,Oreway- Newfoundland- CanadaQuebecair,Douglas DC-3CF-GVZ,4/18(0),1956,1,17,4,18,22.22222222222222,1950
1518,1956-01-18,Torysa- CzechoslovakiaCeskoslovenske Aerolinie,Douglas DC-3OK-WDZ,22/26(0),1956,1,18,22,26,84.61538461538461,1950
1519,1956-01-28,Lyon- FranceAir France,Douglas C-47F-BCYK,3/3(0),1956,1,28,3,3,100.0,1950
1520,1956-02-13,Frobisher Bay- CanadaMaritime Central Airways,Bristol 170 Freighter 31CF-FZU,2/2(0),1956,2,13,2,2,100.0,1950
1521,1956-02-14,Near Fort Chimo- Quebec- CanadaSpartan Air Services,Douglas C-47-DLCF-BZH,2/3(0),1956,2,14,2,3,66.66666666666666,1950
1522,1956-02-17,Near Niles- CaliforniaMilitary - U.S. Marine Corps,Douglas R5D239116,40/40(0),1956,2,17,40,40,100.0,1950
1523,1956-02-18,Near Zurrieg- MaltaScottish Airlines,Avro 685 York C-1G-ANSY,50/50(0),1956,2,18,50,50,100.0,1950
1524,1956-02-20,Near Cairo- EgyptTransport Aerien Intercontinentaux (France),Douglas DC-6BF-BGOD,52/64(0),1956,2,20,52,64,81.25,1950
1525,1956-02-24,Near Aleppo- SyriaSyrian Airways,Douglas DC-3YK-AAE,19/19(0),1956,2,24,19,19,100.0,1950
1526,1956-02-25,Jalkot- PakistanPakistan International Airlines,Douglas C-47BAP-ACZ,3/3(0),1956,2,25,3,3,100.0,1950
1527,1956-03-21,Tezpur- IndiaIndian Airlines,Douglas DC-3VT-CGN,2/21(0),1956,3,21,2,21,9.523809523809524,1950
1528,1956-03-28,Largs- EnglandStarways,Douglas C-47BG-AMRB,1/3(0),1956,3,28,1,3,33.33333333333333,1950
1529,1956-03-31,Korat -ThailandMilitary - Royal Thai Air Force,Douglas C-47AL2-14/96,19/19(0),1956,3,31,19,19,100.0,1950
1530,1956-03-31,Indapur- IndiaNational Air Operators,Douglas C-47AVT-DCM,3/3(0),1956,3,31,3,3,100.0,1950
1531,1956-04-01,Pittsburgh- PennsylvaniaTrans World Airlines,Martin 404N40403,22/36(0),1956,4,1,22,36,61.111111111111114,1950
1532,1956-04-02,Seattle- WashingtonNorthwest Orient Airlines,Boeing 377 Stratocruiser 10-30N74608,5/38(0),1956,4,2,5,38,13.157894736842104,1950
1533,1956-04-09,Skilak Lake- AlaskaCordova Airlines,Aero Commander  520B5386N,6/6(0),1956,4,9,6,6,100.0,1950
1534,1956-04-18,Parintins- BrazilPanair do Brasil,Consolidated PBY-5A CatalinaPP-PDB,3/12(0),1956,4,18,3,12,25.0,1950
1535,1956-04-30,London- EnglandScottish Airlines,Avro 685 York C-1G-AMUL,2/54(0),1956,4,30,2,54,3.7037037037037033,1950
1536,1956-05-15,Orleans- Ontario- CanadaMilitary - Royal Canadian Air Force,CF-100 Mark 4B18367,2/2(13),1956,5,15,2,2,100.0,1950
1537,1956-05-15,Kathmandu- NepalIndian Airlines,Douglas DC-3VT-DBA,14/31(1),1956,5,15,14,31,45.16129032258064,1950
1538,1956-05-24,Guatemala City- GuatemalaAviateca,Douglas C-47-DL (DC-3)TG-AHA,30/31(0),1956,5,24,30,31,96.7741935483871,1950
1539,1956-06-13,Over North CarolinaPiedmont,Douglas DC-3?,1/?(0),1956,6,13,1,NaN,,1950
1540,1956-06-20,Asbury Park- New JerseyLinea Aeropostal Venezolana,Lockheed 1049E-55 Super ConstellationYV-C-AMS,74/74(0),1956,6,20,74,74,100.0,1950
1541,1956-06-24,Kano- NigeriaBritish Overseas Airways,Canadair C-4 ArgonautG-ALHE,32/45(0),1956,6,24,32,45,71.11111111111111,1950
1542,1956-06-30,Grand Canyon- ArizonaUnited Air Lines / Trans World Airlines,Douglas DC-7 / Lockheed S ConstellationN6902C/N6324C,128/128(0),1956,6,30,128,128,100.0,1950
1543,1956-07-09,Near Flat Rock- MichiganTrans Canada Air Lines,Vickers ViscountCF-TGR,1/35(0),1956,7,9,1,35,2.857142857142857,1950
1544,1956-07-13,Near Brows Mills- New JerseyMilitary - U.S. Air Force,Douglas C-118A53-3301A,46/66(0),1956,7,13,46,66,69.6969696969697,1950
